token_text	predicates	gold predicates	arguments	gold arguments
I	_	_	ARG	ARG
think	PRED	PRED	_	_
a	_	_	_	_
blown	PRED	_	_	_
engine	_	_	ARG	_
falls	PRED	PRED	_	ARG
under	_	_	_	_
the	_	_	_	_
catagory	_	_	_	_
of	_	_	_	_
mechanics	_	_	_	_
right	_	_	_	_
?	_	_	_	_
Anyway	_	_	_	ARG
they	_	_	ARG	ARG
jimmy	_	_	_	ARG
rigged	PRED	PRED	_	_
it	_	_	ARG	ARG
so	_	_	_	_
i	_	_	ARG	_
could	_	_	_	_
drive	PRED	PRED	_	ARG
it	_	_	ARG	_
home	_	_	_	_
.	_	_	_	_
The	_	_	_	_
next	_	_	_	_
day	_	_	_	ARG
i	_	_	ARG	ARG
took	PRED	PRED	_	_
it	_	_	ARG	ARG
to	_	_	_	_
2	_	_	_	_
auto	_	_	_	_
shops	_	_	ARG	ARG
and	_	_	_	_
they	_	_	ARG	_
both	_	_	_	_
told	PRED	PRED	_	_
me	_	_	ARG	_
the	_	_	_	_
same	_	_	_	_
thing	_	_	ARG	_
,	_	_	_	_
engine	_	_	ARG	_
is	PRED	PRED	_	_
junk	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
called	PRED	PRED	_	_
and	_	_	_	_
got	PRED	PRED	_	_
the	_	_	_	_
same	_	_	_	_
runaround	_	_	ARG	_
on	_	_	_	_
hold	_	PRED	_	_
and	_	_	_	_
noone	_	_	ARG	_
calls	PRED	PRED	_	_
you	_	_	ARG	_
back	_	_	_	_
.	_	_	_	_
From	_	_	_	_
a	_	_	_	_
moral	_	_	_	_
standpoint	_	_	_	_
,	_	_	_	_
you	_	_	_	_
guys	_	_	ARG	_
are	PRED	PRED	_	_
really	_	_	_	_
gon	_	PRED	_	_
na	_	_	_	_
take	PRED	PRED	_	_
2,000	_	_	_	_
bucks	_	_	ARG	_
from	_	_	_	_
someone	_	_	_	_
that	_	_	ARG	_
needs	PRED	PRED	_	_
that	_	_	_	_
truck	_	_	ARG	_
to	_	_	_	_
work	PRED	PRED	_	_
and	_	_	_	_
support	PRED	PRED	_	_
his	_	_	_	_
family	_	_	ARG	_
when	_	_	_	_
you	_	_	ARG	_
know	PRED	PRED	_	_
it	_	_	ARG	_
s	PRED	PRED	_	_
just	_	_	_	_
a	_	_	_	_
piece	_	_	_	_
of	_	_	_	_
scrap	_	_	_	_
metal	_	_	_	_
?	_	_	_	_
If	_	_	_	_
it	_	_	ARG	ARG
lasted	PRED	PRED	_	_
1	_	_	_	_
month	_	_	_	ARG
i	_	_	ARG	_
could	_	_	_	_
suck	PRED	PRED	_	_
it	_	_	ARG	_
up	_	_	_	_
but	_	_	_	_
1	_	_	_	_
day	_	_	_	_
?	_	_	_	_
Grimy	_	_	_	ARG
work	_	PRED	_	_
you	_	_	_	_
guys	_	_	ARG	_
do	PRED	PRED	_	_
.	_	_	_	_
Papeluna	_	_	ARG	_
,	_	_	_	_
a	_	_	_	_
cute	_	_	_	_
Mom	_	_	_	_
/	_	_	_	_
Pop	_	_	_	_
custom	_	_	_	ARG
printing	_	PRED	_	_
and	_	_	_	_
paper	_	_	_	_
store	_	_	_	_
,	_	_	_	_
just	_	_	_	_
opened	PRED	PRED	_	_
a	_	_	_	_
few	_	_	_	_
days	_	_	_	_
ago	_	_	_	_
.	_	_	_	_
It	_	_	ARG	ARG
is	PRED	PRED	_	_
right	_	_	_	_
on	_	_	_	_
the	_	_	_	_
hustle	_	_	_	ARG
and	_	_	_	_
bustle	_	_	_	_
of	_	_	_	_
Wisconsin	_	_	_	_
Ave	_	_	_	_
but	_	_	_	_
some	_	_	ARG	_
might	_	_	_	_
miss	PRED	PRED	_	_
it	_	_	ARG	_
as	_	_	_	_
it	_	_	ARG	_
is	PRED	PRED	_	_
nestled	PRED	PRED	_	_
in	_	_	_	_
between	_	_	_	_
Subway	_	_	_	_
Sandwiches	_	_	_	_
and	_	_	_	_
Modell	_	_	_	_
's	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
popped	PRED	PRED	_	_
in	_	_	_	ARG
after	_	_	_	_
my	_	_	_	_
afternoon	_	_	_	_
pumpkin	_	_	_	_
spice	_	_	_	_
latte	_	_	_	_
break	_	PRED	_	ARG
at	_	_	_	_
Starbucks	_	_	_	_
.	_	_	_	_
It	_	_	ARG	ARG
's	PRED	PRED	_	_
an	_	_	_	_
adorable	_	_	_	_
little	_	_	_	_
store	_	_	_	ARG
filled	PRED	PRED	_	_
with	_	_	_	_
lots	_	_	_	_
of	_	_	_	_
stationery	_	_	_	_
goodness	_	_	_	_
.	_	_	_	_
Cards	_	_	_	_
,	_	_	_	_
wrapping	_	_	_	_
paper	_	_	ARG	_
,	_	_	_	_
paper	_	_	_	_
,	_	_	_	_
and	_	_	_	_
an	_	_	_	_
area	_	_	_	_
to	_	_	_	_
sit	PRED	PRED	_	_
down	_	_	_	_
and	_	_	_	_
talk	PRED	PRED	_	_
with	_	_	_	_
someone	_	_	_	_
to	_	_	_	_
design	PRED	PRED	_	_
your	_	_	_	_
own	_	_	_	_
invitations	_	PRED	ARG	_
or	_	_	_	_
for	_	_	_	_
whatever	_	_	_	_
else	_	_	_	_
your	_	_	_	_
custom	_	_	_	_
printing	_	PRED	_	_
needs	_	PRED	ARG	_
may	_	_	_	_
be	PRED	PRED	_	_
.	_	_	_	_
I	_	_	ARG	ARG
gave	PRED	PRED	_	_
the	_	_	_	_
woman	_	_	ARG	ARG
I	_	_	ARG	_
spoke	PRED	PRED	_	_
with	_	_	_	_
today	_	_	_	_
a	_	_	_	_
|	|	_	_	_	_
You	_	_	ARG	_
've	PRED	PRED	_	_
been	PRED	PRED	_	_
yelped	PRED	PRED	_	_
!	_	_	_	_
|	|	_	_	_	_
card	_	_	_	ARG
to	_	_	_	_
let	PRED	PRED	_	ARG
her	_	_	ARG	_
know	PRED	PRED	_	_
that	_	_	_	_
Yelp	_	_	ARG	_
may	_	_	_	_
be	PRED	PRED	_	_
a	_	_	_	_
good	_	_	_	_
tool	_	_	_	_
for	_	_	_	_
helping	_	PRED	_	_
spreading	_	PRED	_	_
the	_	_	_	_
word	_	_	ARG	_
about	_	_	_	_
Papeluna	_	_	_	_
.	_	_	_	_
I	_	_	ARG	ARG
ended	PRED	PRED	_	_
up	_	_	_	_
buying	_	PRED	_	ARG
a	_	_	_	_
birthday	_	_	_	_
card	_	_	ARG	_
and	_	_	_	_
would	_	_	_	_
probably	_	_	_	_
come	PRED	PRED	_	_
back	_	_	_	_
for	_	_	_	_
more	_	_	_	_
.	_	_	_	_
printing	_	PRED	ARG	_
,	_	_	_	_
printing	_	PRED	_	_
,	_	_	_	_
copies	_	PRED	_	_
,	_	_	_	_
printing	_	PRED	_	_
,	_	_	_	_
copies	_	PRED	_	_
,	_	_	_	_
printing	_	_	_	_
,	_	_	_	_
This	_	_	_	_
company	_	_	ARG	ARG
is	PRED	PRED	_	_
overpriced	_	_	_	ARG
for	_	_	_	_
their	_	_	_	_
services	_	PRED	_	ARG
.	_	_	_	_
They	_	_	ARG	ARG
pride	PRED	PRED	_	_
themselves	_	_	ARG	ARG
on	_	_	_	_
being	_	PRED	_	_
an	_	_	_	_
event	_	_	_	_
and	_	_	_	_
team	_	_	_	_
building	_	PRED	_	_
company	_	_	_	ARG
for	_	_	_	_
corporate	_	_	_	_
clients	_	_	_	_
but	_	_	_	_
you	_	_	ARG	_
better	_	_	_	_
believe	PRED	PRED	_	_
they	_	_	ARG	_
are	PRED	PRED	_	_
going	_	PRED	_	_
to	_	_	_	_
mark	PRED	PRED	_	_
you	_	_	ARG	_
up	_	_	_	_
on	_	_	_	_
that	_	_	_	_
feel	PRED	PRED	_	_
good	_	PRED	_	_
premise	_	_	ARG	_
.	_	_	_	_
On	_	_	_	_
a	_	_	_	_
recent	_	_	_	ARG
event	_	_	_	ARG
quote	_	PRED	_	_
that	_	_	ARG	_
I	_	_	ARG	_
had	PRED	PRED	_	_
done	PRED	PRED	_	ARG
,	_	_	_	_
they	_	_	ARG	_
came	PRED	PRED	_	_
in	_	_	_	_
thousands	_	_	_	_
of	_	_	_	_
dollars	_	_	_	_
over	_	_	_	_
their	_	_	_	_
local	_	_	_	_
competition	_	PRED	_	_
.	_	_	_	_
The	_	_	_	_
craziest	_	_	_	_
part	_	_	ARG	ARG
is	PRED	PRED	_	_
that	_	_	_	_
they	_	_	ARG	_
are	PRED	PRED	_	_
n't	_	_	_	_
even	_	_	_	_
based	PRED	PRED	_	ARG
locally	_	_	_	_
at	_	_	_	_
the	_	_	_	_
city	_	_	_	_
I	_	_	ARG	_
'm	PRED	PRED	_	_
in	_	_	_	_
-	_	_	_	_
they	_	_	ARG	_
just	_	_	_	_
have	PRED	PRED	_	_
'	_	_	_	_
teams	_	_	ARG	_
'	_	_	_	_
in	_	_	_	_
areas	_	_	_	_
through	_	_	_	_
the	_	_	_	_
country	_	_	_	_
.	_	_	_	_
I	_	_	ARG	_
've	PRED	PRED	_	_
spoken	PRED	PRED	_	_
to	_	_	_	_
vendors	_	_	ARG	_
who	_	_	ARG	_
are	PRED	PRED	_	_
used	PRED	PRED	_	_
by	_	_	_	_
them	_	_	ARG	_
who	_	_	ARG	_
had	PRED	PRED	_	_
nothing	_	_	ARG	_
good	_	_	_	_
to	_	_	_	_
say	PRED	PRED	_	_
about	_	_	_	_
the	_	_	_	_
company	_	_	_	_
as	_	_	_	_
well	_	_	_	_
and	_	_	_	_
in	_	_	_	_
fact	_	_	_	_
were	PRED	PRED	_	_
afraid	_	PRED	_	_
to	_	_	_	_
quote	PRED	PRED	_	_
events	_	_	ARG	_
against	_	_	_	_
them	_	_	_	_
even	_	_	_	_
though	_	_	_	_
they	_	_	ARG	_
openly	_	_	_	_
admitted	PRED	PRED	_	_
that	_	_	_	_
they	_	_	ARG	_
felt	PRED	PRED	_	_
Canadian	_	_	_	_
Outback	_	_	ARG	_
was	PRED	PRED	_	_
pricing	_	PRED	_	_
their	_	_	_	_
entertainment	_	_	ARG	_
out	_	_	_	_
of	_	_	_	_
the	_	_	_	_
market	_	_	_	_
and	_	_	_	_
doing	_	PRED	_	_
more	_	_	ARG	_
to	_	_	_	_
hurt	PRED	PRED	_	_
their	_	_	_	_
business	_	_	ARG	_
than	_	_	_	_
help	PRED	PRED	_	_
them	_	_	ARG	_
.	_	_	_	_
Be	PRED	PRED	_	_
warned	PRED	PRED	_	_
-	_	_	_	_
they	_	_	ARG	_
'll	_	_	_	_
ltake	PRED	PRED	_	_
you	_	_	ARG	_
for	_	_	_	_
everything	_	_	_	_
they	_	_	ARG	_
can	_	_	_	_
.	_	_	_	_
VCU	_	_	ARG	ARG
has	PRED	PRED	_	_
the	_	_	_	_
1	_	_	_	_
art	_	_	_	_
school	_	_	ARG	ARG
in	_	_	_	_
America	_	_	_	_
,	_	_	_	_
and	_	_	_	_
EXCELS	PRED	PRED	_	_
in	_	_	_	_
healthcare	_	_	_	_
and	_	_	_	_
medical	_	_	_	_
schooling	_	PRED	_	_
.	_	_	_	_
VCU	_	_	ARG	ARG
also	_	_	_	ARG
offers	PRED	PRED	_	_
high	_	_	_	_
-	_	_	_	_
rise	_	_	ARG	_
living	_	PRED	_	ARG
for	_	_	_	_
students	_	_	_	_
and	_	_	_	_
professors	_	_	_	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
historic	_	_	_	_
yet	_	_	_	_
fixed	PRED	_	_	_
-	_	_	_	_
up	_	_	_	_
houses	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
Fan	_	_	_	_
are	PRED	PRED	_	_
also	_	_	_	_
available	_	PRED	_	_
to	_	_	_	_
students	_	_	ARG	_
,	_	_	_	_
professors	_	_	_	_
,	_	_	_	_
or	_	_	_	_
even	_	_	_	_
people	_	_	_	_
wanting	_	PRED	_	_
to	_	_	_	_
live	PRED	PRED	_	_
in	_	_	_	_
a	_	_	_	_
safe	_	_	_	_
,	_	_	_	_
viable	_	_	_	_
community	_	_	_	_
.	_	_	_	_
It	_	_	ARG	ARG
is	PRED	PRED	_	_
the	_	_	_	_
best	_	_	_	_
university	_	_	_	ARG
in	_	_	_	_
Virginia	_	_	_	_
and	_	_	_	_
continuously	_	_	_	_
receives	PRED	PRED	_	_
rave	_	_	_	_
reviews	_	PRED	ARG	_
every	_	_	_	_
year	_	_	_	_
.	_	_	_	_
The	_	_	_	_
U	_	_	ARG	_
of	_	_	_	_
R	_	_	_	_
is	PRED	PRED	_	_
also	_	_	_	_
recommended	PRED	PRED	_	_
,	_	_	_	_
too	_	_	_	_
!	_	_	_	_
DO	PRED	PRED	_	_
N'T	_	_	_	_
GO	PRED	PRED	_	_
!	_	_	_	_
My	_	_	_	_
boyfriend	_	_	ARG	_
and	_	_	_	_
I	_	_	ARG	_
were	PRED	PRED	_	_
woken	PRED	PRED	_	_
up	_	_	_	_
in	_	_	_	_
the	_	_	_	_
middle	_	_	_	_
of	_	_	_	_
the	_	_	_	_
night	_	_	_	_
at	_	_	_	_
our	_	_	_	_
campsite	_	_	_	_
by	_	_	_	_
drunken	_	_	_	_
kids	_	_	ARG	_
who	_	_	ARG	_
'd	PRED	PRED	_	_
arrived	PRED	PRED	_	_
around	_	_	_	_
1:00	_	_	_	_
am	_	_	ARG	_
and	_	_	_	_
were	PRED	PRED	_	_
drinking	_	PRED	_	_
at	_	_	_	_
the	_	_	_	_
springs	_	_	_	_
.	_	_	_	_
When	_	_	_	ARG
we	_	_	ARG	ARG
complained	PRED	PRED	_	_
to	_	_	_	_
the	_	_	_	_
management	_	PRED	ARG	ARG
(	_	_	_	_
as	_	_	_	_
we	_	_	ARG	_
were	PRED	PRED	_	_
instructed	PRED	PRED	_	ARG
to	_	_	_	_
do	PRED	PRED	_	_
if	_	_	_	_
there	_	_	_	_
were	PRED	PRED	_	_
any	_	_	_	_
problems	_	_	_	_
)	_	_	_	_
,	_	_	_	_
nothing	_	_	ARG	_
happened	PRED	PRED	_	_
!	_	_	_	_
Then	_	_	_	_
,	_	_	_	_
the	_	_	_	_
next	_	_	_	_
morning	_	_	_	_
,	_	_	_	_
when	_	_	_	ARG
we	_	_	ARG	ARG
,	_	_	_	_
among	_	_	_	_
many	_	_	_	_
other	_	_	_	_
irate	_	_	_	_
guests	_	_	_	_
,	_	_	_	_
asked	PRED	PRED	_	_
to	_	_	_	_
speak	PRED	PRED	_	ARG
to	_	_	_	_
the	_	_	_	_
owner	_	_	ARG	_
,	_	_	_	_
he	_	_	ARG	_
refused	PRED	PRED	_	_
to	_	_	_	_
do	PRED	PRED	_	_
so	_	_	_	_
.	_	_	_	_
Not	_	_	_	_
only	_	_	_	_
that	_	_	_	_
,	_	_	_	_
but	_	_	_	_
he	_	_	ARG	ARG
told	PRED	PRED	_	_
us	_	_	ARG	ARG
,	_	_	_	_
via	_	_	_	_
his	_	_	_	_
manager	_	_	_	ARG
,	_	_	_	_
that	_	_	_	_
it	_	_	ARG	_
was	PRED	PRED	_	_
our	_	_	_	_
responsibility	_	_	_	ARG
to	_	_	_	_
get	PRED	PRED	_	_
up	_	_	_	_
a	_	_	_	_
second	_	_	_	_
time	_	_	ARG	_
in	_	_	_	_
the	_	_	_	_
middle	_	_	_	_
of	_	_	_	_
the	_	_	_	_
night	_	_	_	_
and	_	_	_	_
call	PRED	PRED	_	_
the	_	_	_	_
night	_	_	_	_
staff	_	_	ARG	_
if	_	_	_	_
the	_	_	_	_
problem	_	_	ARG	_
continued	PRED	PRED	_	_
,	_	_	_	_
even	_	_	_	_
though	_	_	_	_
his	_	_	_	_
manager	_	_	ARG	_
did	PRED	PRED	_	_
nothing	_	_	ARG	_
the	_	_	_	_
first	_	_	_	_
time	_	_	_	_
to	_	_	_	_
stop	PRED	PRED	_	_
the	_	_	_	_
kids	_	_	ARG	_
.	_	_	_	_
Orr	_	_	ARG	ARG
is	PRED	PRED	_	_
not	_	_	_	ARG
relaxing	_	PRED	_	ARG
,	_	_	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
not	_	_	_	_
a	_	_	_	_
safe	_	_	_	_
space	_	_	_	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
owner	_	_	ARG	_
is	PRED	PRED	_	_
awful	_	PRED	_	_
.	_	_	_	_
To	_	_	_	_
add	PRED	PRED	_	_
insult	_	PRED	ARG	ARG
to	_	_	_	_
injury	_	PRED	ARG	ARG
,	_	_	_	_
he	_	_	ARG	_
refused	PRED	PRED	_	_
to	_	_	_	_
refund	PRED	PRED	_	_
our	_	_	_	_
money	_	_	ARG	_
.	_	_	_	_
Do	PRED	PRED	_	_
n't	_	_	_	_
go	PRED	PRED	_	_
!	_	_	_	_
We	_	_	ARG	ARG
had	PRED	PRED	_	_
relatively	_	_	_	_
good	_	_	_	_
facilities	_	_	ARG	ARG
at	_	_	_	_
the	_	_	_	_
time	_	_	_	ARG
--	_	_	_	_
decent	_	_	_	_
science	_	_	_	_
labs	_	_	ARG	ARG
,	_	_	_	_
with	_	_	_	_
multiple	_	_	_	_
hoods	_	_	_	_
and	_	_	_	_
access	_	PRED	_	_
to	_	_	_	_
good	_	_	_	_
equipment	_	_	ARG	_
;	_	_	_	_
nice	_	_	_	_
gymnasiums	_	_	_	_
,	_	_	_	_
and	_	_	_	_
a	_	_	_	_
well	_	_	_	_
-	_	_	_	_
funded	PRED	_	_	_
music	_	_	_	_
department	_	_	_	_
(	_	_	_	_
I	_	_	ARG	_
was	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
guitar	_	_	_	_
ensemble	_	_	_	_
)	_	_	_	_
.	_	_	_	_
For	_	_	_	_
those	_	_	_	ARG
who	_	_	ARG	ARG
care	PRED	PRED	_	_
,	_	_	_	_
a	_	_	_	_
good	_	_	_	_
proportion	_	_	ARG	_
of	_	_	_	_
the	_	_	_	_
my	_	_	_	_
class	_	_	_	_
went	PRED	PRED	_	_
on	_	_	_	_
to	_	_	_	_
4	_	_	_	_
-	_	_	_	_
year	_	_	_	_
colleges	_	_	ARG	_
,	_	_	_	_
many	_	_	ARG	_
of	_	_	_	_
them	_	_	_	_
ranked	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
top	_	_	_	_
50	_	_	_	_
of	_	_	_	_
US	_	_	_	_
News	_	_	_	_
.	_	_	_	_
If	_	_	_	_
I	_	_	ARG	ARG
remember	PRED	PRED	_	_
,	_	_	_	_
students	_	_	ARG	_
went	PRED	PRED	_	_
to	_	_	_	_
Dartmouth	_	_	ARG	_
,	_	_	_	_
U.	_	_	_	_
Penn	_	_	_	_
,	_	_	_	_
Duke	_	_	_	_
,	_	_	_	_
BU	_	_	_	_
,	_	_	_	_
William	_	_	_	_
and	_	_	_	_
Mary	_	_	_	_
,	_	_	_	_
Vassar	_	_	_	_
,	_	_	_	_
Howard	_	_	_	_
,	_	_	_	_
and	_	_	_	_
Carnegie	_	_	_	_
Mellon	_	_	_	_
,	_	_	_	_
among	_	_	_	_
others	_	_	_	_
.	_	_	_	_
Many	_	_	_	_
students	_	_	ARG	ARG
went	PRED	PRED	_	_
to	_	_	_	_
Rutgers	_	_	ARG	ARG
,	_	_	_	_
including	_	_	_	_
their	_	_	_	_
top	_	_	_	_
-	_	_	_	_
ranked	PRED	PRED	_	_
pharmacy	_	_	_	_
program	_	_	_	_
.	_	_	_	_
The	_	_	_	_
point	_	_	ARG	ARG
is	PRED	PRED	_	_
--	_	_	_	_
FHS	_	_	ARG	_
gives	PRED	PRED	_	ARG
you	_	_	ARG	_
the	_	_	_	_
opportunity	_	_	ARG	_
to	_	_	_	_
make	PRED	PRED	_	_
it	_	_	ARG	_
to	_	_	_	_
a	_	_	_	_
good	_	_	_	_
college	_	_	ARG	_
,	_	_	_	_
but	_	_	_	_
you	_	_	ARG	_
need	PRED	PRED	_	_
to	_	_	_	_
work	PRED	PRED	_	_
hard	_	_	_	_
.	_	_	_	_
I	_	_	ARG	_
've	PRED	PRED	_	_
stayed	PRED	PRED	_	_
at	_	_	_	_
this	_	_	_	_
fabulous	_	_	_	_
little	_	_	_	_
motel	_	_	_	_
two	_	_	_	_
years	_	_	_	_
running	_	PRED	_	_
,	_	_	_	_
and	_	_	_	_
I	_	_	ARG	_
have	PRED	PRED	_	_
to	_	_	_	_
say	PRED	PRED	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
one	_	_	_	_
of	_	_	_	_
the	_	_	_	_
best	_	_	_	_
lodging	_	_	_	_
experiences	_	PRED	_	_
I	_	_	ARG	_
've	PRED	PRED	_	_
ever	_	_	_	_
had	PRED	PRED	_	_
on	_	_	_	_
the	_	_	_	_
coast	_	_	_	_
...	_	_	_	_
and	_	_	_	_
I	_	_	ARG	_
'm	PRED	PRED	_	_
even	_	_	_	_
comparing	_	PRED	_	_
it	_	_	ARG	_
to	_	_	_	_
the	_	_	_	_
big	_	_	_	_
resorts	_	_	ARG	_
I	_	_	ARG	_
've	PRED	PRED	_	_
stayed	PRED	PRED	_	_
at	_	_	_	_
!	_	_	_	_
A	_	_	_	_
large	_	_	_	_
group	_	_	_	ARG
of	_	_	_	_
my	_	_	_	_
friends	_	_	_	_
and	_	_	_	_
I	_	_	ARG	_
rent	PRED	PRED	_	_
almost	_	_	_	_
the	_	_	_	_
whole	_	_	_	_
motel	_	_	ARG	ARG
every	_	_	_	_
year	_	_	_	ARG
for	_	_	_	_
a	_	_	_	_
weekend	_	_	_	ARG
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
experience	_	PRED	ARG	_
and	_	_	_	_
stay	_	PRED	_	_
have	PRED	PRED	_	_
always	_	_	_	_
been	PRED	PRED	_	_
five	_	_	_	_
-	_	_	_	_
star	_	_	_	_
.	_	_	_	_
The	_	_	_	_
rooms	_	_	ARG	ARG
are	PRED	PRED	_	_
SO	_	_	_	_
clean	_	PRED	_	ARG
,	_	_	_	_
the	_	_	_	_
managers	_	_	ARG	_
/	_	_	_	_
owners	_	_	_	_
are	PRED	PRED	_	_
the	_	_	_	_
nicest	_	_	_	_
people	_	_	_	_
,	_	_	_	_
the	_	_	_	_
place	_	_	ARG	_
feels	PRED	PRED	_	_
so	_	_	_	_
homey	_	_	_	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
location	_	_	ARG	_
and	_	_	_	_
grounds	_	_	_	_
are	PRED	PRED	_	_
beautiful	_	PRED	_	_
.	_	_	_	_
The	_	_	_	_
motel	_	_	ARG	ARG
is	PRED	PRED	_	_
very	_	_	_	_
well	_	_	_	_
maintained	PRED	_	_	ARG
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
managers	_	_	ARG	_
are	PRED	PRED	_	_
so	_	_	_	_
accomodating	_	_	_	_
,	_	_	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
kind	_	_	_	_
of	_	_	_	_
like	_	_	_	_
visiting	_	PRED	_	_
family	_	_	_	_
each	_	_	_	_
year	_	_	_	_
!	_	_	_	_
;-)	_	_	_	_
I	_	_	ARG	ARG
honestly	_	_	_	ARG
ca	_	_	_	ARG
n't	_	_	_	ARG
rave	PRED	PRED	_	_
enough	_	_	ARG	ARG
about	_	_	_	_
this	_	_	_	_
place	_	_	_	ARG
...	_	_	_	_
it	_	_	ARG	_
's	PRED	PRED	_	_
really	_	_	_	_
a	_	_	_	_
hidden	_	_	_	_
gem	_	_	_	_
worth	_	_	_	_
checking	_	PRED	_	_
out	_	_	_	_
!	_	_	_	_
I	_	_	ARG	_
have	PRED	PRED	_	_
been	PRED	PRED	_	_
eating	_	PRED	_	_
Cuban	_	_	ARG	_
for	_	_	_	_
a	_	_	_	_
long	_	_	_	_
time	_	_	_	_
,	_	_	_	_
sandwiches	_	_	ARG	_
mainly	_	_	_	_
along	_	_	_	_
with	_	_	_	_
other	_	_	_	_
dishes	_	_	_	_
..	_	_	_	_
I	_	_	ARG	ARG
love	PRED	PRED	_	_
Cuban	_	_	_	_
coffee	_	_	ARG	ARG
,	_	_	_	_
colada	_	_	_	_
...	_	_	_	_
mmmm	_	_	_	_
anyways	_	_	_	_
I	_	_	ARG	_
found	PRED	PRED	_	_
this	_	_	_	_
place	_	_	ARG	_
and	_	_	_	_
ca	_	_	_	_
n't	_	_	_	_
stop	PRED	PRED	_	_
going	_	PRED	_	_
there	_	_	_	_
,	_	_	_	_
I	_	_	ARG	_
stop	PRED	PRED	_	_
in	_	_	_	_
at	_	_	_	_
least	_	_	_	_
once	_	_	_	_
a	_	_	_	_
week	_	_	_	_
and	_	_	_	_
anytime	_	_	_	_
I	_	_	ARG	_
'm	PRED	PRED	_	_
in	_	_	_	_
the	_	_	_	_
area	_	_	_	_
for	_	_	_	_
a	_	_	_	_
Cuban	_	_	_	_
coffee	_	_	_	_
or	_	_	_	_
snack	_	_	_	_
.	_	_	_	_
The	_	_	_	_
place	_	_	ARG	ARG
is	PRED	PRED	_	_
chill	_	PRED	_	ARG
and	_	_	_	_
comfortable	_	_	_	_
.	_	_	_	_
They	_	_	ARG	_
do	PRED	PRED	_	_
n't	_	_	_	_
speak	PRED	PRED	_	_
the	_	_	_	_
best	_	_	_	_
English	_	_	ARG	_
but	_	_	_	_
enough	_	_	_	_
to	_	_	_	_
get	PRED	PRED	_	_
by	_	_	_	_
.	_	_	_	_
They	_	_	ARG	ARG
bake	PRED	PRED	_	_
bread	_	_	ARG	ARG
fresh	_	_	_	ARG
daily	_	_	_	ARG
,	_	_	_	_
they	_	_	ARG	_
do	PRED	PRED	_	_
n't	_	_	_	_
press	PRED	PRED	_	_
their	_	_	_	_
sandwiches	_	_	ARG	_
which	_	_	ARG	_
is	PRED	PRED	_	_
the	_	_	_	_
way	_	PRED	_	_
I	_	_	ARG	_
like	PRED	PRED	_	_
it	_	_	ARG	_
,	_	_	_	_
and	_	_	_	_
the	_	_	_	_
meat	_	_	ARG	_
is	PRED	PRED	_	_
always	_	_	_	_
fresh	_	PRED	_	_
.	_	_	_	_
They	_	_	ARG	ARG
have	PRED	PRED	_	_
a	_	_	_	_
great	_	_	_	_
lunch	_	_	_	_
special	_	_	ARG	ARG
with	_	_	_	_
your	_	_	_	_
choice	_	PRED	_	_
of	_	_	_	_
meat	_	_	_	_
,	_	_	_	_
chicken	_	_	_	_
,	_	_	_	_
steak	_	_	_	_
,	_	_	_	_
or	_	_	_	_
pork	_	_	_	_
and	_	_	_	_
rice	_	_	_	_
and	_	_	_	_
black	_	_	_	_
beans	_	_	_	_
and	_	_	_	_
fried	PRED	_	_	_
plantains	_	_	_	_
.	_	_	_	_
And	_	_	_	ARG
their	_	_	_	_
breakfast	_	_	ARG	ARG
is	PRED	PRED	_	_
awesome	_	PRED	_	ARG
!!	_	_	_	_
I	_	_	ARG	ARG
can	_	_	_	ARG
not	_	_	_	ARG
describe	PRED	PRED	_	_
how	_	_	ARG	_
delicious	_	_	_	ARG
the	_	_	_	_
mango	_	_	ARG	_
and	_	_	_	_
cheese	_	_	_	_
pastries	_	_	_	_
and	_	_	_	_
the	_	_	_	_
omelets	_	_	_	_
are	PRED	PRED	_	_
to	_	_	_	_
die	PRED	PRED	_	_
for	_	_	_	_
.	_	_	_	_
Stop	PRED	PRED	_	_
in	_	_	_	ARG
and	_	_	_	_
have	PRED	PRED	_	_
a	_	_	_	_
bite	_	PRED	ARG	_
you	_	_	ARG	_
wo	_	_	_	_
n't	_	_	_	_
regret	PRED	PRED	_	_
it	_	_	ARG	_
.	_	_	_	_
I	_	_	ARG	_
have	PRED	PRED	_	_
been	PRED	PRED	_	_
going	_	PRED	_	_
to	_	_	_	_
Warner	_	_	_	_
Family	_	_	ARG	_
for	_	_	_	_
a	_	_	_	_
number	_	_	_	_
of	_	_	_	_
years	_	_	_	_
and	_	_	_	_
would	_	_	_	_
highly	_	_	_	_
recommend	PRED	PRED	_	_
it	_	_	ARG	_
to	_	_	_	_
