token_text	predicates	gold predicates
.	_	_
And	_	_
worst	_	_
of	_	_
all	_	_
your	_	_
child	_	_
feels	PRED	PRED
like	_	_
a	_	_
number	_	_
not	_	_
a	_	_
patient	_	_
.	_	_
Go	PRED	PRED
somewhere	_	_
else	_	_
.	_	_
Rcommended	PRED	PRED
by	_	_
bees	_	_
,	_	_
too	_	_
!	_	_
Highly	_	_
recommended	PRED	PRED
.	_	_
Joe	_	_
removed	PRED	PRED
a	_	_
wasp	_	_
nest	_	_
for	_	_
our	_	_
condominium	_	_
building	_	_
and	_	_
we	_	_
appreciated	PRED	PRED
the	_	_
environmentally	_	_
friendly	_	_
method	_	_
and	_	_
prompt	_	_
,	_	_
friendly	_	_
and	_	_
informative	_	_
service	_	PRED
.	_	_
No	_	_
spraying	_	PRED
of	_	_
pesticides	_	_
!	_	_
We	_	_
highly	_	_
recommend	PRED	PRED
Joe	_	_
and	_	_
his	_	_
wasp	_	_
removal	_	PRED
service	_	PRED
to	_	_
individual	_	_
home	_	_
owners	_	_
and	_	_
condos	_	_
.	_	_
He	_	_
knows	PRED	PRED
his	_	_
bees	_	_
!	_	_
We	_	_
were	PRED	PRED
in	_	_
Springfield	_	_
,	_	_
IL	_	_
for	_	_
a	_	_
family	_	_
funeral	_	_
from	_	_
Kansas	_	_
City	_	_
.	_	_
We	_	_
arrived	PRED	PRED
early	_	_
and	_	_
the	_	_
staff	_	_
was	PRED	PRED
very	_	_
accomodating	_	_
to	_	_
our	_	_
families	_	_
and	_	_
the	_	_
situation	_	_
we	_	_
were	PRED	PRED
in	_	_
.	_	_
The	_	_
rooms	_	_
were	PRED	PRED
very	_	_
clean	_	PRED
,	_	_
including	_	_
the	_	_
microwave	_	_
and	_	_
refrigerator	_	_
.	_	_
This	_	_
is	PRED	PRED
a	_	_
nice	_	_
place	_	_
,	_	_
and	_	_
I	_	_
know	PRED	PRED
we	_	_
will	_	_
return	PRED	PRED
to	_	_
meet	PRED	PRED
my	_	_
sister	_	_
-	_	_
in	_	_
-	_	_
law	_	_
from	_	_
Chicago	_	_
!!	_	_
GREAT	_	_
SERVICE	_	PRED
AND	_	_
PEOPLE	_	_
!!	_	_
Deb	_	_
Watson	_	_
is	PRED	PRED
the	_	_
contact	_	_
person	_	_
and	_	_
she	_	_
and	_	_
the	_	_
rest	_	_
of	_	_
the	_	_
staff	_	_
were	PRED	PRED
great	_	PRED
!!!	_	_
She	_	_
continues	PRED	PRED
to	_	_
help	PRED	PRED
me	_	_
when	_	_
needed	PRED	PRED
even	_	_
if	_	_
I	_	_
have	PRED	PRED
a	_	_
service	_	_
question	_	PRED
.	_	_
Since	_	_
I	_	_
'm	PRED	PRED
usually	_	_
at	_	_
work	_	PRED
late	_	_
Deb	_	_
has	PRED	PRED
stayed	PRED	PRED
around	_	_
to	_	_
help	PRED	PRED
me	_	_
out	_	_
when	_	_
needed	PRED	PRED
.	_	_
This	_	_
was	PRED	PRED
after	_	_
I	_	_
brought	PRED	PRED
the	_	_
car	_	_
!!!!	_	_
!	_	_
Service	_	PRED
does	PRED	PRED
not	_	_
get	PRED	PRED
any	_	_
better	_	PRED
!!!!	_	_
This	_	_
French	_	_
born	PRED	_
,	_	_
French	_	_
trained	PRED	_
chef	_	_
and	_	_
his	_	_
creative	_	_
partners	_	_
offer	PRED	PRED
a	_	_
taste	_	PRED
fresh	_	_
,	_	_
locally	_	_
sourced	PRED	PRED
,	_	_
fabulously	_	_
prepared	PRED	_
food	_	_
in	_	_
the	_	_
most	_	_
unlikely	_	_
of	_	_
locations	_	_
.	_	_
Try	PRED	PRED
their	_	_
weekend	_	_
|	|	_	_
tastings	_	PRED
|	|	_	_
which	_	_
you	_	_
can	_	_
learn	PRED	PRED
about	_	_
by	_	_
getting	_	PRED
on	_	_
their	_	_
weekly	_	_
email	_	_
list	_	_
.	_	_
It	_	_
's	PRED	PRED
the	_	_
best	_	_
meal	_	_
for	_	_
the	_	_
money	_	_
you	_	_
will	_	_
find	PRED	PRED
in	_	_
all	_	_
of	_	_
metro	_	_
Atlanta	_	_
.	_	_
Le	_	_
petit	_	_
is	PRED	PRED
the	_	_
best	_	_
place	_	_
to	_	_
get	PRED	PRED
your	_	_
nails	_	_
done	PRED	PRED
!	_	_
It	_	_
is	PRED	PRED
very	_	_
clean	_	PRED
,	_	_
staff	_	_
is	PRED	PRED
friendly	_	PRED
,	_	_
and	_	_
I	_	_
have	PRED	PRED
never	_	_
waited	PRED	PRED
!	_	_
I	_	_
go	PRED	PRED
every	_	_
other	_	_
week	_	_
for	_	_
the	_	_
shallac	_	_
/	_	_
gel	_	_
manicure	_	_
which	_	_
is	PRED	PRED
only	_	_
$	_	_
25	_	_
and	_	_
it	_	_
truly	_	_
lasts	PRED	PRED
2	_	_
weeks	_	_
!	_	_
I	_	_
love	PRED	PRED
it	_	_
.	_	_
Pedicures	_	_
are	PRED	PRED
also	_	_
great	_	PRED
.	_	_
Try	PRED	PRED
this	_	_
place	_	_
out	_	_
!	_	_
I	_	_
promise	PRED	PRED
you	_	_
will	_	_
not	_	_
be	PRED	PRED
disappointed	PRED	_
!	_	_
Amazing	_	_
Pictures	_	_
at	_	_
an	_	_
Amazing	_	_
Price	_	PRED
Rendy	_	_
is	PRED	PRED
totally	_	_
amazing	_	PRED
.	_	_
She	_	_
gave	PRED	PRED
me	_	_
amazing	_	_
pictures	_	_
at	_	_
an	_	_
amazing	_	_
price	_	PRED
and	_	_
made	PRED	PRED
my	_	_
wedding	_	_
day	_	_
so	_	_
memorable	_	_
.	_	_
She	_	_
was	PRED	PRED
way	_	_
easy	_	PRED
to	_	_
work	PRED	PRED
with	_	_
and	_	_
made	PRED	PRED
my	_	_
wedding	_	_
day	_	_
so	_	_
easy	_	PRED
and	_	_
she	_	_
got	PRED	PRED
some	_	_
amazing	_	_
pictures	_	_
,	_	_
not	_	_
only	_	_
of	_	_
me	_	_
,	_	_
but	_	_
of	_	_
my	_	_
family	_	_
and	_	_
friends	_	_
.	_	_
She	_	_
is	PRED	PRED
amazing	_	PRED
.	_	_
I	_	_
would	_	_
recommend	PRED	PRED
her	_	_
to	_	_
anyone	_	_
!	_	_
November	_	_
7	_	_
,	_	_
2010	_	_
First	_	_
time	_	_
eating	_	PRED
at	_	_
Caffe	_	_
Bella	_	_
Italia	_	_
and	_	_
it	_	_
was	PRED	PRED
a	_	_
wonderful	_	_
experience	_	PRED
.	_	_
From	_	_
the	_	_
delectable	_	_
Antipasto	_	_
Misto	_	_
to	_	_
the	_	_
Spaghetti	_	_
alla	_	_
Barese	_	_
and	_	_
the	_	_
Parmigiana	_	_
and	_	_
ending	_	PRED
with	_	_
gelato	_	_
,	_	_
all	_	_
was	PRED	PRED
mouth	_	_
watering	_	PRED
.	_	_
Too	_	_
bad	_	_
they	_	_
were	PRED	PRED
out	_	_
of	_	_
the	_	_
Chocolate	_	_
Lava	_	_
Cake	_	_
.	_	_
Maybe	_	_
next	_	_
time	_	_
they	_	_
will	_	_
have	PRED	PRED
it	_	_
.	_	_
Service	_	PRED
was	PRED	PRED
excellent	_	PRED
!	_	_
Beware	PRED	PRED
of	_	_
Sharayu	_	_
Hopless	_	_
service	_	PRED
,	_	_
at	_	_
the	_	_
time	_	_
of	_	_
booking	_	PRED
my	_	_
car	_	_
a	_	_
lot	_	_
was	PRED	PRED
promised	PRED	PRED
but	_	_
delivered	PRED	PRED
not	_	_
even	_	_
one	_	_
tenth	_	_
of	_	_
what	_	_
was	PRED	PRED
promised	PRED	PRED
.	_	_
Apart	_	_
from	_	_
that	_	_
in	_	_
spite	_	_
of	_	_
my	_	_
repeated	PRED	_
attempts	_	PRED
I	_	_
could	_	_
not	_	_
get	PRED	PRED
in	_	_
touch	_	PRED
with	_	_
the	_	_
manager	_	_
to	_	_
even	_	_
lodge	PRED	PRED
an	_	_
official	_	_
complaint	_	PRED
.	_	_
My	_	_
advise	_	_
to	_	_
all	_	_
is	PRED	PRED
I	_	_
have	PRED	PRED
fallen	PRED	PRED
into	_	_
this	_	_
trap	_	_
...	_	_
pl	_	_
ensure	PRED	PRED
you	_	_
do	PRED	PRED
nt	_	_
!!!	_	_
Course	_	_
has	PRED	PRED
come	PRED	PRED
a	_	_
long	_	_
way	_	PRED
!!	_	_
HCC	_	_
's	_	_
new	_	_
nine	_	_
was	PRED	PRED
a	_	_
little	_	_
shaky	_	_
at	_	_
first	_	_
,	_	_
but	_	_
the	_	_
NEW	_	_
grounds	_	_
superintendant	_	_
has	PRED	PRED
done	PRED	PRED
wonders	_	PRED
for	_	_
the	_	_
course	_	_
!!	_	_
The	_	_
comment	_	PRED
below	_	_
definitely	_	_
needs	PRED	PRED
to	_	_
be	PRED	PRED
retracted	PRED	PRED
!	_	_
Come	PRED	PRED
back	_	_
and	_	_
give	PRED	PRED
HCC	_	_
a	_	_
second	_	_
chance	_	PRED
at	_	_
least	_	_
!	_	_
It	_	_
is	PRED	PRED
a	_	_
great	_	_
course	_	_
for	_	_
local	_	_
golfers	_	_
to	_	_
be	PRED	PRED
proud	_	PRED
of	_	_
and	_	_
all	_	_
the	_	_
comments	_	PRED
in	_	_
2008	_	_
have	PRED	PRED
been	PRED	PRED
very	_	_
positive	_	PRED
!!	_	_
Kusal	_	_
Goonewardena	_	_
and	_	_
his	_	_
team	_	_
of	_	_
Physios	_	_
are	PRED	PRED
unbelievable	_	PRED
!	_	_
I	_	_
have	PRED	PRED
been	PRED	PRED
suffering	_	PRED
from	_	_
back	_	_
pain	_	_
for	_	_
over	_	_
12	_	_
years	_	_
and	_	_
have	PRED	PRED
been	PRED	PRED
to	_	_
numerous	_	_
specialists	_	_
,	_	_
physios	_	_
,	_	_
osteos	_	_
and	_	_
chiros	_	_
with	_	_
no	_	_
help	_	PRED
.	_	_
It	_	_
took	PRED	PRED
the	_	_
Vigor	_	_
team	_	_
only	_	_
4	_	_
visits	_	PRED
to	_	_
get	PRED	PRED
me	_	_
feeling	_	PRED
normal	_	PRED
!	_	_
And	_	_
now	_	_
2	_	_
months	_	_
after	_	_
my	_	_
last	_	_
appointment	_	PRED
I	_	_
am	PRED	PRED
better	_	PRED
than	_	_
ever	_	_
.	_	_
Thanks	_	PRED
guys	_	_
!	_	_
They	_	_
must	_	_
have	PRED	PRED
read	PRED	PRED
these	_	_
reviews	_	PRED
and	_	_
improved	PRED	PRED
!	_	_
My	_	_
husband	_	_
and	_	_
I	_	_
happened	PRED	PRED
in	_	_
on	_	_
a	_	_
whim	_	_
.	_	_
We	_	_
sat	PRED	PRED
in	_	_
the	_	_
front	_	_
dining	_	_
area	_	_
,	_	_
it	_	_
was	PRED	PRED
very	_	_
cozy	_	_
and	_	_
pleasant	_	PRED
.	_	_
Our	_	_
server	_	_
was	PRED	PRED
quite	_	_
attentive	_	PRED
and	_	_
the	_	_
food	_	_
was	PRED	PRED
fantastic	_	PRED
.	_	_
My	_	_
husband	_	_
has	PRED	PRED
been	PRED	PRED
a	_	_
professional	_	_
chef	_	_
,	_	_
so	_	_
he	_	_
is	PRED	PRED
a	_	_
good	_	_
judge	_	_
of	_	_
quality	_	_
food	_	_
.	_	_
This	_	_
was	PRED	PRED
a	_	_
flavorful	_	_
,	_	_
enjoyable	_	_
meal	_	_
for	_	_
both	_	_
of	_	_
us	_	_
.	_	_
went	PRED	PRED
in	_	_
there	_	_
and	_	_
got	PRED	PRED
my	_	_
dog	_	_
groomed	PRED	PRED
came	PRED	PRED
home	_	_
to	_	_
an	_	_
uneven	_	_
dog	_	_
then	_	_
took	PRED	PRED
him	_	_
back	_	_
to	_	_
get	PRED	PRED
evened	PRED	PRED
up	_	_
what	_	_
a	_	_
mistake	_	PRED
!	_	_
she	_	_
did	PRED	PRED
nt	_	_
even	_	_
let	PRED	PRED
me	_	_
finish	PRED	PRED
a	_	_
sentence	_	PRED
without	_	_
insulting	_	PRED
me	_	_
and	_	_
telling	_	PRED
me	_	_
how	_	_
i	_	_
should	_	_
have	PRED	PRED
said	PRED	PRED
it	_	_
!	_	_
i	_	_
wo	_	_
nt	_	_
go	PRED	PRED
back	_	_
!	_	_
she	_	_
needs	PRED	PRED
to	_	_
develop	PRED	PRED
a	_	_
personality	_	_
!	_	_
brought	PRED	PRED
dog	_	_
home	_	_
and	_	_
it	_	_
s	PRED	PRED
all	_	_
choppy	_	_
now	_	_
!	_	_
It	_	_
's	PRED	PRED
helpful	_	PRED
to	_	_
know	PRED	PRED
a	_	_
quite	_	_
a	_	_
bit	_	_
about	_	_
bull	_	_
fighting	_	PRED
.	_	_
If	_	_
you	_	_
watch	PRED	PRED
a	_	_
lot	_	_
of	_	_
fights	_	PRED
(	_	_
youtube	_	_
)	_	_
and	_	_
research	PRED	PRED
some	_	_
of	_	_
the	_	_
history	_	_
(	_	_
http://en.wikipedia.org/wiki/Bullfighting	_	_
)	_	_
you	_	_
will	_	_
find	PRED	PRED
yourself	_	_
enjoying	_	PRED
it	_	_
a	_	_
lot	_	_
more	_	_
!	_	_
Also	_	_
after	_	_
seeing	_	PRED
a	_	_
handful	_	_
of	_	_
bullfights	_	_
,	_	_
I	_	_
can	_	_
say	PRED	PRED
that	_	_
they	_	_
're	PRED	PRED
a	_	_
lot	_	_
more	_	_
enjoyable	_	PRED
if	_	_
you	_	_
're	PRED	PRED
smashed	_	_
(	_	_
BAC	_	_
>=	_	_
.15	_	_
)	_	_
.	_	_
All	_	_
I	_	_
can	_	_
say	PRED	PRED
is	PRED	PRED
that	_	_
I	_	_
am	PRED	PRED
glad	_	PRED
I	_	_
went	PRED	PRED
in	_	_
!	_	_
The	_	_
nurses	_	_
are	PRED	PRED
sweet	_	PRED
as	_	_
pie	_	_
and	_	_
the	_	_
doctor	_	_
is	PRED	PRED
wonderful	_	PRED
.	_	_
This	_	_
place	_	_
is	PRED	PRED
about	_	_
healing	_	PRED
,	_	_
not	_	_
making	_	PRED
a	_	_
buck	_	_
.	_	_
The	_	_
followup	_	_
visit	_	PRED
is	PRED	PRED
FREE	_	PRED
!!	_	_
After	_	_
going	_	PRED
to	_	_
the	_	_
hospital	_	_
and	_	_
paying	_	PRED
ER	_	_
prices	_	PRED
...	_	_
there	_	_
is	PRED	PRED
no	_	_
way	_	PRED
I	_	_
wo	_	_
n't	_	_
be	PRED	PRED
back	_	_
here	_	_
!!	_	_
I	_	_
will	_	_
be	PRED	PRED
back	_	_
and	_	_
telling	_	PRED
EVERYONE	_	_
about	_	_
this	_	_
clinic	_	_
.	_	_
THANK	PRED	PRED
YOU	_	_
!!	_	_
I	_	_
just	_	_
like	PRED	PRED
the	_	_
fact	_	_
that	_	_
he	_	_
was	PRED	PRED
able	_	PRED
to	_	_
do	PRED	PRED
the	_	_
specific	_	_
type	_	_
of	_	_
repair	_	PRED
I	_	_
wanted	PRED	PRED
(	_	_
a	_	_
reball	_	_
)	_	_
and	_	_
give	PRED	PRED
me	_	_
the	_	_
longest	_	_
warranty	_	_
and	_	_
even	_	_
a	_	_
lower	_	_
price	_	PRED
.	_	_
Someone	_	_
else	_	_
I	_	_
found	PRED	PRED
that	_	_
said	PRED	PRED
they	_	_
could	_	_
do	PRED	PRED
it	_	_
but	_	_
wanted	PRED	PRED
to	_	_
charge	PRED	PRED
me	_	_
more	_	_
and	_	_
give	PRED	PRED
me	_	_
less	_	_
warranty	_	_
.	_	_
It	_	_
was	PRED	PRED
a	_	_
no	_	_
brainer	_	_
really	_	_
.	_	_
I	_	_
choose	PRED	PRED
Console	_	_
Pros	_	_
and	_	_
I	_	_
'm	PRED	PRED
happy	_	PRED
I	_	_
did	PRED	PRED
.	_	_
This	_	_
place	_	_
is	PRED	PRED
bad	_	PRED
.	_	_
It	_	_
's	PRED	PRED
dark	_	PRED
,	_	_
dingy	_	_
&	_	_
dirty	_	PRED
.	_	_
The	_	_
salads	_	_
are	PRED	PRED
limp	_	_
and	_	_
the	_	_
rest	_	_
of	_	_
the	_	_
food	_	_
is	PRED	PRED
n't	_	_
any	_	_
better	_	PRED
(	_	_
ok	_	_
,	_	_
the	_	_
nachos	_	_
are	PRED	PRED
not	_	_
too	_	_
bad	_	PRED
!	_	_
)	_	_
This	_	_
place	_	_
may	_	_
have	PRED	PRED
been	PRED	PRED
something	_	_
sometime	_	_
;	_	_
but	_	_
it	_	_
way	_	_
past	_	_
it	_	_
|	|	_	_
sell	PRED	PRED
by	_	_
date	_	_
|	|	_	_
.	_	_
I	_	_
have	PRED	PRED
eaten	PRED	PRED
here	_	_
twice	_	_
in	_	_
the	_	_
past	_	_
year	_	_
and	_	_
will	_	_
not	_	_
go	PRED	PRED
back	_	_
and	_	_
can	_	_
not	_	_
recommend	PRED	PRED
it	_	_
.	_	_
Top	_	_
range	_	_
of	_	_
bike	_	_
,	_	_
cheap	_	_
prices	_	PRED
,	_	_
excellent	_	_
a	_	_
+++	_	_
yep	_	_
they	_	_
fixeded	PRED	PRED
my	_	_
thumpstar	_	_
in	_	_
1	_	_
day	_	_
.	_	_
it	_	_
wase	PRED	PRED
nt	_	_
going	_	PRED
an	_	_
had	PRED	PRED
a	_	_
gear	_	_
box	_	_
problem	_	_
....	_	_
i	_	_
cold	_	_
n't	_	_
find	PRED	PRED
anywere	_	_
else	_	_
local	_	_
to	_	_
fix	PRED	PRED
it	_	_
so	_	_
i	_	_
took	PRED	PRED
it	_	_
there	_	_
and	_	_
they	_	_
fixed	PRED	PRED
it	_	_
for	_	_
$	_	_
150	_	_
...	_	_
thanks	_	PRED
guys	_	_
goes	PRED	PRED
really	_	_
well	_	_
and	_	_
thaks	_	_
4	_	_
the	_	_
cheap	_	_
price	_	PRED
..	_	_
excellent	_	_
,	_	_
top	_	_
guys	_	_
a	_	_
+++++	_	_
reccommend	PRED	PRED
to	_	_
anyone	_	_
!!!!!!!!!!	_	_
This	_	_
is	PRED	PRED
the	_	_
original	_	_
Ham	_	_
's	_	_
restaurant	_	_
,	_	_
expanded	PRED	PRED
into	_	_
a	_	_
regional	_	_
chain	_	_
in	_	_
the	_	_
late	_	_
80's	_	_
--	_	_
but	_	_
this	_	_
one	_	_
is	PRED	PRED
no	_	_
more	_	_
.	_	_
Victim	_	_
of	_	_
hard	_	_
times	_	_
and	_	_
I	_	_
suspect	PRED	PRED
failing	_	_
corporate	_	_
management	_	PRED
.	_	_
According	_	_
to	_	_
news	_	_
accounts	_	PRED
,	_	_
the	_	_
company	_	_
is	PRED	PRED
struggling	_	PRED
.	_	_
I	_	_
have	PRED	PRED
many	_	_
fond	_	_
memories	_	_
of	_	_
my	_	_
college	_	_
evenings	_	_
there	_	_
long	_	_
ago	_	_
.	_	_
So	_	_
long	_	_
Ham	_	_
s	_	_
...	_	_
you	_	_
will	_	_
be	PRED	PRED
missed	PRED	PRED
.	_	_
We	_	_
are	PRED	PRED
very	_	_
pleased	_	PRED
with	_	_
the	_	_
services	_	PRED
of	_	_
First	_	_
Glass	_	_
Window	_	_
.	_	_
Our	_	_
window	_	_
panes	_	_
were	PRED	PRED
so	_	_
dirty	_	PRED
that	_	_
they	_	_
needed	PRED	PRED
a	_	_
specialist	_	_
to	_	_
come	PRED	PRED
and	_	_
clean	PRED	PRED
them	_	_
.	_	_
We	_	_
called	PRED	PRED
few	_	_
companies	_	_
before	_	_
we	_	_
decide	PRED	PRED
to	_	_
hire	PRED	PRED
them	_	_
.	_	_
They	_	_
came	PRED	PRED
on	_	_
time	_	_
and	_	_
completed	PRED	PRED
their	_	_
work	_	PRED
quickly	_	_
.	_	_
We	_	_
were	PRED	PRED
very	_	_
happy	_	PRED
how	_	_
clean	_	_
looked	PRED	PRED
our	_	_
windows	_	_
.	_	_
If	_	_
you	_	_
have	PRED	PRED
some	_	_
problems	_	_
with	_	_
your	_	_
windows	_	_
,	_	_
you	_	_
should	_	_
call	PRED	PRED
them	_	_
.	_	_
Great	_	_
help	_	PRED
even	_	_
near	_	_
closing	_	_
time	_	_
!	_	_
I	_	_
came	PRED	PRED
in	_	_
to	_	_
town	_	_
for	_	_
a	_	_
week	_	_
and	_	_
forgot	PRED	PRED
my	_	_
trainers	_	_
!	_	_
I	_	_
came	PRED	PRED
in	_	_
30	_	_
min	_	_
before	_	_
close	_	PRED
and	_	_
the	_	_
staff	_	_
was	PRED	PRED
super	_	_
helpful	_	PRED
.	_	_
They	_	_
spent	PRED	PRED
a	_	_
lot	_	_
of	_	_
time	_	_
with	_	_
me	_	_
and	_	_
got	PRED	PRED
me	_	_
into	_	_
a	_	_
great	_	_
pair	_	_
of	_	_
shoes	_	_
.	_	_
I	_	_
think	PRED	PRED
they	_	_
may	_	_
even	_	_
be	PRED	PRED
better	_	PRED
than	_	_
the	_	_
pair	_	_
I	_	_
have	PRED	PRED
been	PRED	PRED
using	_	PRED
this	_	_
past	_	_
year	_	_
!	_	_
Thanks	_	PRED
Run	_	_
on	_	_
!	_	_
This	_	_
is	PRED	PRED
a	_	_
perfect	_	_
place	_	_
to	_	_
get	PRED	PRED
your	_	_
hair	_	_
done	PRED	PRED
.	_	_
I	_	_
have	PRED	PRED
gone	PRED	PRED
there	_	_
time	_	_
and	_	_
time	_	_
again	_	_
whenever	_	_
I	_	_
need	PRED	PRED
to	_	_
get	PRED	PRED
my	_	_
hair	_	_
done	PRED	PRED
or	_	_
when	_	_
I	_	_
want	PRED	PRED
a	_	_
haircut	_	_
.	_	_
When	_	_
I	_	_
get	PRED	PRED
my	_	_
hair	_	_
done	PRED	PRED
there	_	_
,	_	_
they	_	_
use	PRED	PRED
enough	_	_
hairstyling	_	_
products	_	_
while	_	_
it	_	_
does	PRED	PRED
not	_	_
ruin	PRED	PRED
your	_	_
hair	_	_
.	_	_
The	_	_
service	_	PRED
is	PRED	PRED
great	_	PRED
and	_	_
during	_	_
weekends	_	_
it	_	_
tends	PRED	PRED
to	_	_
get	PRED	PRED
busy	_	PRED
,	_	_
but	_	_
the	_	_
wait	_	_
is	PRED	PRED
worthwhile	_	PRED
.	_	_
Highly	_	_
Recommend	PRED	PRED
I	_	_
have	PRED	PRED
worked	PRED	PRED
with	_	_
Shannon	_	_
as	_	_
my	_	_
massage	_	_
therapist	_	_
and	_	_
intuitive	_	_
bodyworker	_	_
for	_	_
years	_	_
and	_	_
have	PRED	PRED
never	_	_
been	PRED	PRED
disappointed	PRED	PRED
.	_	_
No	_	_
matter	_	_
what	_	_
state	_	_
I	_	_
am	PRED	PRED
in	_	_
when	_	_
I	_	_
arrive	PRED	PRED
,	_	_
I	_	_
always	_	_
leave	PRED	PRED
feeling	_	PRED
better	_	PRED
.	_	_
She	_	_
has	PRED	PRED
not	_	_
only	_	_
helped	PRED	PRED
me	_	_
through	_	_
some	_	_
challenging	_	_
computer	_	_
-	_	_
work	_	PRED
and	_	_
sports	_	_
related	PRED	_
injuries	_	PRED
,	_	_
she	_	_
was	PRED	PRED
wonderful	_	PRED
to	_	_
work	PRED	PRED
with	_	_
throughout	_	_
my	_	_
pregnancy	_	_
and	_	_
beyond	_	_
.	_	_
I	_	_
highly	_	_
recommend	PRED	PRED
her	_	_
.	_	_
What	_	_
a	_	_
fantastic	_	_
store	_	_
,	_	_
I	_	_
love	PRED	PRED
this	_	_
place	_	_
.	_	_
Not	_	_
the	_	_
same	_	_
old	_	_
stuff	_	_
that	_	_
all	_	_
the	_	_
other	_	_
stores	_	_
have	PRED	PRED
.	_	_
Their	_	_
items	_	_
are	PRED	PRED
very	_	_
unique	_	PRED
,	_	_
great	_	_
quality	_	_
,	_	_
great	_	_
prices	_	PRED
.	_	_
They	_	_
also	_	_
have	PRED	PRED
the	_	_
best	_	_
tea	_	_
I	_	_
ever	_	_
had	PRED	PRED
,	_	_
not	_	_
at	_	_
all	_	_
like	_	_
the	_	_
junk	_	_
you	_	_
get	PRED	PRED
at	_	_
the	_	_
grocery	_	_
stores	_	_
,	_	_
I	_	_
stock	PRED	PRED
up	_	_
when	_	_
ever	_	_
there	_	_
because	_	_
they	_	_
are	PRED	PRED
closed	_	PRED
in	_	_
the	_	_
winter	_	_
.	_	_
Dr.	_	_
Aster	_	_
and	_	_
her	_	_
team	_	_
have	PRED	PRED
been	PRED	PRED
a	_	_
strong	_	_
advocate	_	_
in	_	_
the	_	_
health	_	_
of	_	_
both	_	_
my	_	_
daughters	_	_
.	_	_
Dr.	_	_
Aster	_	_
is	PRED	PRED
very	_	_
kind	_	_
an	_	_
gentle	_	_
with	_	_
the	_	_
children	_	_
,	_	_
but	_	_
also	_	_
positive	_	_
and	_	_
to	_	_
the	_	_
point	_	_
with	_	_
the	_	_
parents	_	_
.	_	_
She	_	_
is	PRED	PRED
and	_	_
excellent	_	_
doctor	_	_
to	_	_
have	PRED	PRED
on	_	_
one	_	_
's	_	_
team	_	_
.	_	_
Even	_	_
though	_	_
I	_	_
live	PRED	PRED
pretty	_	_
far	_	_
from	_	_
her	_	_
office	_	_
I	_	_
still	_	_
make	PRED	PRED
the	_	_
trip	_	PRED
so	_	_
my	_	_
daughters	_	_
will	_	_
have	PRED	PRED
the	_	_
BEST	_	_
!	_	_
My	_	_
wife	_	_
and	_	_
I	_	_
avoided	PRED	PRED
doing	_	PRED
some	_	_
fairly	_	_
simple	_	_
electrical	_	_
re-wiring	_	PRED
in	_	_
our	_	_
home	_	_
for	_	_
several	_	_
years	_	_
due	_	_
to	_	_
overall	_	_
hassle	_	PRED
and	_	_
cost	_	_
involved	PRED	PRED
.	_	_
I	_	_
finally	_	_
called	PRED	PRED
Matt	_	_
from	_	_
Bonafide	_	_
and	_	_
he	_	_
made	PRED	PRED
the	_	_
project	_	_
both	_	_
easy	_	PRED
for	_	_
us	_	_
and	_	_
reasonable	_	PRED
.	_	_
He	_	_
was	PRED	PRED
prompt	_	_
,	_	_
knowledgable	_	_
,	_	_
friendly	_	_
,	_	_
clean	_	_
and	_	_
just	_	_
an	_	_
overall	_	_
great	_	_
guy	_	_
who	_	_
obviously	_	_
cares	PRED	PRED
about	_	_
his	_	_
business	_	_
.	_	_
I	_	_
will	_	_
reccommend	PRED	PRED
his	_	_
services	_	PRED
however	_	_
/	_	_
whenever	_	_
possible	_	_
!	_	_
I	_	_
've	PRED	PRED
had	PRED	PRED
writer	_	_
friends	_	_
describe	PRED	PRED
horror	_	_
stories	_	_
with	_	_
their	_	_
printers	_	_
.	_	_
I	_	_
tell	PRED	PRED
them	_	_
:	_	_
why	_	_
not	_	_
just	_	_
go	PRED	PRED
with	_	_
these	_	_
guys	_	_
?	_	_
Richard	_	_
Joule	_	_
and	_	_
the	_	_
gang	_	_
are	PRED	PRED
pros	_	_
from	_	_
start	_	PRED
to	_	_
finish	_	PRED
.	_	_
They	_	_
set	PRED	PRED
out	_	_
to	_	_
exceed	PRED	PRED
your	_	_
expectations	_	PRED
.	_	_
Already	_	_
I	_	_
'm	PRED	PRED
considering	_	PRED
future	_	_
projects	_	_
,	_	_
and	_	_
I	_	_
can	_	_
assure	PRED	PRED
you	_	_
that	_	_
for	_	_
my	_	_
printing	_	_
needs	_	PRED
I	_	_
will	_	_
be	PRED	PRED
choosing	_	PRED
no	_	_
other	_	_
than	_	_
Atlanta	_	_
Paperback	_	_
Book	_	_
Printing	_	_
.	_	_
I	_	_
have	PRED	PRED
been	PRED	PRED
here	_	_
3	_	_
times	_	_
and	_	_
all	_	_
3	_	_
times	_	_
it	_	_
has	PRED	PRED
been	PRED	PRED
bad	_	PRED
!	_	_
They	_	_
have	PRED	PRED
messed	PRED	PRED
up	_	_
my	_	_
order	_	PRED
and	_	_
....	_	_
The	_	_
food	_	_
was	PRED	PRED
just	_	_
not	_	_
good	_	PRED
!	_	_
I	_	_
had	PRED	PRED
sonic	_	_
in	_	_
many	_	_
other	_	_
palces	_	_
but	_	_
for	_	_
some	_	_
reason	_	_
this	_	_
sonic	_	_
is	PRED	PRED
always	_	_
just	_	_
covered	PRED	PRED
in	_	_
